id,product_name,buy_date,price,expiration_date
3774,spinach,2023-08-19,0.83,2023-09-20
3775,sambar,2023-06-30,3.45,2023-09-14
3776,sparkleberry,2023-08-09,7.2,2023-08-21
3777,suet,2023-08-03,1.41,2023-08-29
3778,chinese salted fish,2023-07-20,1.45,2023-09-01
3779,consomme,2023-07-04,3.84,2023-08-11
3780,kitchen utensil,2023-07-12,2.34,2023-09-11
3781,pakora,2023-07-15,9.21,2023-09-01
3782,evergreen huckleberry,2023-08-17,1.42,2023-10-07
3783,guinea hen,2023-08-13,7.28,2023-10-28
3784,passion fruit juice,2023-06-27,3.98,2023-07-08
3785,cooking oil,2023-08-23,5.52,2023-09-09
3786,pakora,2023-08-09,1.66,2023-08-20
3787,veggie burger,2023-07-10,3.62,2023-10-05
3788,japanese chestnut,2023-06-26,2.77,2023-09-22
3789,yorkshire pudding,2023-08-02,4.7,2023-08-25
3790,custard apple,2023-07-25,9.35,2023-10-29
3791,boysenberry syrup,2023-06-13,2.53,2023-09-14
3792,hamburger,2023-08-01,9.4,2023-10-23
3793,elderberry,2023-08-08,0.97,2023-10-04
3794,elderberry,2023-07-24,9.89,2023-08-08
3795,applewood bacon,2023-08-18,0.71,2023-10-08
3796,salt,2023-08-19,9.03,2023-11-11
3797,dried mixed fruit,2023-06-07,0.55,2023-08-15
3798,pakora,2023-06-15,3.27,2023-07-21
3799,fodder,2023-08-01,5.67,2023-09-06
3800,jabuticaba,2023-06-17,5.51,2023-09-08
3801,lobster,2023-07-26,2.07,2023-10-08
3802,chinese salted fish,2023-06-20,6.46,2023-07-27
3803,yorkshire pudding,2023-07-11,0.9,2023-08-12
3804,veggie burger,2023-06-13,5.15,2023-09-19
3805,bacardi,2023-08-06,8.96,2023-09-24
3806,corned beef,2023-06-14,3.41,2023-07-18
3807,lobster,2023-07-18,5.65,2023-09-23
3808,sambar,2023-07-04,2.0,2023-09-08
3809,bacardi,2023-07-05,5.42,2023-07-31
3810,liquor,2023-07-03,5.07,2023-08-01
3811,flat bread,2023-07-02,1.37,2023-09-02
3812,mint sauce,2023-07-05,6.28,2023-10-08
3813,pops ,2023-08-07,4.13,2023-10-21
3814,cardamom,2023-06-14,7.96,2023-09-14
3815,liver loaf,2023-07-23,1.72,2023-09-20
3816,cheeseburger,2023-06-15,4.71,2023-08-30
3817,salt,2023-06-21,4.21,2023-08-10
3818,cardamom,2023-07-30,4.69,2023-11-06
3819,jabuticaba,2023-07-01,8.22,2023-08-03
3820,lobster,2023-08-07,4.24,2023-08-29
3821,egg,2023-07-19,4.51,2023-09-04
3822,trout,2023-07-19,0.84,2023-09-28
3823,boysenberry syrup,2023-07-07,5.88,2023-10-05
3824,veggie burger,2023-08-09,1.6,2023-09-25
3825,kitchen utensil,2023-06-18,5.2,2023-07-17
3826,egg,2023-07-08,9.82,2023-10-06
3827,rice cake,2023-07-08,8.27,2023-10-14
3828,boysenberry,2023-07-07,2.88,2023-10-04
3829,natal plum,2023-07-06,3.04,2023-07-17
3830,natal plum,2023-07-22,1.98,2023-09-27
3831,suet,2023-06-09,7.85,2023-07-27
3832,ice cream bar,2023-07-23,1.28,2023-10-06
3833,kitchen utensil,2023-07-30,4.21,2023-08-29
3834,bacardi,2023-06-20,5.18,2023-07-21
3835,elderberry,2023-06-30,8.03,2023-08-01
3836,greek yogurt,2023-07-26,5.59,2023-09-10
3837,beef bourguignonne,2023-08-17,2.68,2023-10-23
3838,prosciutto,2023-06-16,3.05,2023-07-23
3839,egg,2023-07-10,4.21,2023-09-16
3840,spiny lobster,2023-08-13,9.82,2023-10-18
3841,collard green,2023-07-21,2.53,2023-09-13
3842,pakora,2023-07-23,5.99,2023-08-25
3843,suet,2023-08-04,9.06,2023-09-20
3844,donut,2023-06-17,9.05,2023-07-11
3845,flat bread,2023-07-26,4.71,2023-10-09
3846,elderberry,2023-07-24,9.08,2023-09-13
3847,hamburger,2023-07-29,6.44,2023-10-11
3848,spiny lobster,2023-07-09,2.13,2023-09-23
3849,rice cake,2023-07-15,3.2,2023-10-15
3850,dried mixed fruit,2023-08-07,9.41,2023-10-16
3851,risotto,2023-08-13,3.9,2023-10-28
3852,pops ,2023-08-23,3.33,2023-10-07
3853,bacardi,2023-06-15,5.21,2023-07-21
3854,jabuticaba,2023-07-04,6.79,2023-09-20
3855,cow & gate premium,2023-07-11,5.59,2023-10-16
3856,ginger ale,2023-06-28,2.09,2023-08-23
3857,poppy,2023-07-13,8.18,2023-09-10
3858,flat bread,2023-06-16,2.13,2023-09-05
3859,evergreen huckleberry,2023-07-16,3.96,2023-10-11
3860,cocoa butter alternative,2023-08-13,2.63,2023-09-02
3861,pops ,2023-08-15,0.89,2023-09-26
3862,boysenberry syrup,2023-08-06,1.62,2023-08-17
3863,turbot,2023-07-08,4.68,2023-08-20
3864,pate,2023-08-13,8.11,2023-09-20
3865,applewood bacon,2023-08-14,1.43,2023-09-05
3866,ginger ale,2023-07-14,9.36,2023-09-19
3867,allspice,2023-06-14,9.09,2023-07-21
3868,kitchen utensil,2023-06-23,8.08,2023-09-26
3869,allspice,2023-08-23,3.09,2023-09-06
3870,beef bourguignonne,2023-07-04,5.28,2023-08-07
3871,allspice,2023-06-15,7.79,2023-09-15
3872,yorkshire pudding,2023-06-25,4.97,2023-08-01
3873,seasoning,2023-07-03,5.91,2023-07-27
3874,pate,2023-07-04,1.79,2023-09-12
3875,cooking oil,2023-07-24,4.08,2023-08-04
3876,poppy,2023-07-07,3.83,2023-09-26
3877,prosciutto,2023-07-01,8.56,2023-08-03
3878,prosciutto,2023-07-04,1.08,2023-07-25
3879,syrup,2023-06-25,2.57,2023-10-01
3880,hamburger,2023-08-16,2.49,2023-10-24
3881,mincemeat,2023-07-29,9.76,2023-08-23
3882,cooking oil,2023-06-26,4.46,2023-09-03
3883,peanut butter,2023-06-23,9.85,2023-07-18
3884,syrup,2023-06-07,1.24,2023-06-30
3885,japanese chestnut,2023-07-02,7.07,2023-08-03
3886,prosciutto,2023-06-30,0.76,2023-08-25
3887,custard apple,2023-08-09,3.68,2023-09-22
3888,mint sauce,2023-08-20,4.12,2023-09-29
3889,pops ,2023-06-13,4.06,2023-07-29
3890,gem squash,2023-06-22,7.22,2023-09-16
3891,boiled egg,2023-06-26,9.24,2023-08-31
3892,cheeseburger,2023-06-22,4.29,2023-08-08
3893,prosciutto,2023-06-23,6.28,2023-08-14
3894,greek yogurt,2023-06-25,9.49,2023-07-17
3895,chablis,2023-08-11,8.1,2023-09-07
3896,lobster,2023-07-15,1.98,2023-10-05
3897,seasoning,2023-06-30,5.49,2023-08-13
3898,sambar,2023-08-03,4.78,2023-09-21
3899,complan powder,2023-08-20,7.14,2023-09-01
3900,bacardi,2023-08-23,8.35,2023-09-11
3901,yorkshire pudding,2023-07-21,7.39,2023-10-21
3902,pops ,2023-06-07,5.99,2023-08-26
3903,gem squash,2023-06-20,5.39,2023-07-18
3904,dried mixed fruit,2023-06-14,6.85,2023-07-05
3905,currant jelly,2023-08-17,2.76,2023-10-22
3906,japanese chestnut,2023-07-22,4.79,2023-09-02
3907,natal plum,2023-08-03,6.41,2023-09-13
3908,spiny lobster,2023-08-16,8.66,2023-10-19
3909,risotto,2023-06-07,1.12,2023-09-03
3910,pilau,2023-08-04,2.46,2023-10-01
3911,hamburger,2023-06-17,4.93,2023-09-18
3912,applewood bacon,2023-07-12,3.47,2023-09-27
3913,ginger ale,2023-06-22,9.73,2023-08-19
3914,chilli con carne,2023-08-15,1.26,2023-11-15
3915,chilli con carne,2023-06-12,2.7,2023-08-10
3916,cooking oil,2023-07-03,5.8,2023-07-23
3917,prosciutto,2023-06-27,5.22,2023-07-22
3918,chablis,2023-07-29,7.46,2023-09-17
3919,boysenberry,2023-07-03,9.2,2023-07-24
3920,elderberry,2023-08-15,9.4,2023-11-14
3921,fruit pastille,2023-08-17,6.71,2023-10-01
3922,natal plum,2023-07-23,5.47,2023-10-27
3923,corned beef,2023-07-24,4.32,2023-10-31
3924,bacardi,2023-07-25,1.69,2023-10-28
3925,fodder,2023-07-22,6.2,2023-09-05
3926,custard apple,2023-08-22,3.1,2023-10-19
3927,hamburger,2023-06-21,1.26,2023-08-24
3928,greek yogurt,2023-07-31,8.45,2023-10-01
3929,rice cake,2023-06-09,4.15,2023-08-04
3930,elderberry,2023-06-21,6.55,2023-09-12
3931,consomme,2023-07-08,3.13,2023-09-04
3932,spiny lobster,2023-08-23,8.76,2023-10-03
3933,trout,2023-08-04,1.78,2023-09-23
3934,trout,2023-08-02,1.54,2023-10-11
3935,chablis,2023-06-22,1.21,2023-08-10
3936,guinea hen,2023-08-13,8.68,2023-09-18
3937,turbot,2023-08-07,7.09,2023-08-22
3938,cooking oil,2023-07-30,3.19,2023-11-01
3939,spinach,2023-08-05,4.7,2023-11-03
3940,collard green,2023-07-14,6.15,2023-10-05
3941,cow & gate premium,2023-06-13,6.34,2023-08-24
3942,natal plum,2023-07-13,0.69,2023-07-29
3943,japanese chestnut,2023-08-12,0.53,2023-10-07
3944,rapini,2023-06-16,6.98,2023-08-19
3945,sparkleberry,2023-06-30,3.17,2023-07-15
3946,prosciutto,2023-07-25,8.1,2023-09-28
3947,dried mixed fruit,2023-07-11,1.79,2023-08-24
3948,lobster,2023-08-18,7.34,2023-09-07
3949,greek yogurt,2023-06-17,5.49,2023-06-28
3950,cooking oil,2023-07-17,6.42,2023-08-11
3951,pilau,2023-07-18,5.67,2023-08-08
3952,rapini,2023-06-16,6.3,2023-06-30
3953,poppy,2023-07-10,6.71,2023-08-23
3954,evergreen huckleberry,2023-07-02,4.24,2023-09-16
3955,liver loaf,2023-08-17,9.16,2023-09-13
3956,cow & gate premium,2023-07-10,9.12,2023-09-08
3957,bacardi,2023-07-29,2.69,2023-10-09
3958,ginger ale,2023-06-28,3.16,2023-09-26
3959,cheese spread,2023-07-07,8.23,2023-09-30
3960,huckleberry,2023-06-27,8.64,2023-07-26
3961,greek yogurt,2023-07-26,4.48,2023-10-25
3962,pops ,2023-07-20,5.58,2023-09-13
3963,hamburger,2023-07-25,2.53,2023-08-28
3964,currant jelly,2023-08-20,6.44,2023-09-12
3965,japanese chestnut,2023-08-12,6.1,2023-11-19
3966,prosciutto,2023-06-11,4.79,2023-08-10
3967,risotto,2023-07-27,3.44,2023-10-18
3968,sparkleberry,2023-06-30,7.06,2023-08-23
3969,risotto,2023-08-06,2.08,2023-11-09
3970,chilli con carne,2023-08-15,2.77,2023-10-08
3971,salt,2023-07-16,0.99,2023-09-02
3972,rice cake,2023-07-30,3.44,2023-10-24
3973,donut,2023-07-27,6.32,2023-08-13
3974,greek yogurt,2023-08-15,5.8,2023-10-27
3975,cocoa butter alternative,2023-07-15,4.66,2023-10-04
3976,pilau,2023-07-27,7.34,2023-11-01
3977,custard apple,2023-08-13,3.53,2023-09-20
3978,kitchen utensil,2023-06-22,8.48,2023-07-25
3979,pilau,2023-06-20,7.09,2023-09-05
3980,hamburger,2023-08-19,2.52,2023-09-28
3981,greek yogurt,2023-08-14,8.28,2023-10-07
3982,chablis,2023-07-16,2.47,2023-10-07
3983,custard apple,2023-07-19,5.56,2023-08-25
3984,canola,2023-08-16,2.55,2023-09-10
3985,syrup,2023-06-25,9.32,2023-09-14
3986,boiled egg,2023-06-17,2.94,2023-08-14
3987,pops ,2023-08-10,9.51,2023-10-19
3988,corned beef,2023-07-01,2.12,2023-08-06
3989,turbot,2023-07-29,5.83,2023-09-03
3990,sparkleberry,2023-06-27,6.21,2023-09-28
3991,organic sausage,2023-06-08,3.6,2023-07-31
3992,frijj,2023-07-13,6.46,2023-08-02
3993,currant jelly,2023-08-07,5.93,2023-09-14
3994,cocoa butter alternative,2023-06-27,7.35,2023-08-25
3995,spinach,2023-07-09,0.98,2023-07-27
3996,seasoning,2023-07-07,7.78,2023-08-16
3997,corned beef,2023-08-10,2.24,2023-10-07
3998,prosciutto,2023-08-05,3.86,2023-10-16
3999,chablis,2023-07-31,3.85,2023-10-15
4000,egg,2023-07-18,3.9,2023-10-13
4001,cooking oil,2023-06-13,5.0,2023-06-23
4002,risotto,2023-08-13,1.73,2023-09-21
4003,spinach,2023-07-07,7.07,2023-10-12
4004,kitchen utensil,2023-07-13,1.58,2023-08-23
4005,chinese salted fish,2023-08-07,1.68,2023-09-06
4006,organic sausage,2023-07-10,7.34,2023-08-02
4007,boysenberry syrup,2023-08-01,5.71,2023-09-13
4008,organic sausage,2023-07-02,9.48,2023-07-29
4009,poppy,2023-06-07,4.25,2023-08-31
4010,jabuticaba,2023-08-01,7.46,2023-09-01
4011,custard apple,2023-07-16,6.63,2023-08-25
4012,frijj,2023-08-17,5.11,2023-11-17
4013,frijj,2023-06-14,3.34,2023-09-19
4014,cheeseburger,2023-07-18,4.87,2023-08-24
4015,donut,2023-08-06,1.34,2023-08-17
4016,prosciutto,2023-08-12,1.13,2023-11-19
4017,cooking oil,2023-07-10,5.79,2023-08-10
4018,mint sauce,2023-07-24,9.98,2023-10-20
4019,fruit pastille,2023-07-30,8.21,2023-09-12
4020,veggie burger,2023-08-17,1.44,2023-11-16
4021,chinese salted fish,2023-06-17,0.55,2023-07-13
4022,fruit pastille,2023-06-25,8.45,2023-07-19
4023,bacardi,2023-06-12,7.3,2023-07-29
4024,greek yogurt,2023-06-26,3.51,2023-09-18
4025,allspice,2023-06-17,3.05,2023-09-21
4026,custard apple,2023-08-21,8.45,2023-09-18
4027,syrup,2023-08-20,7.9,2023-09-23
4028,rice cake,2023-08-04,1.2,2023-08-27
4029,egg,2023-08-05,5.07,2023-08-20
4030,boysenberry,2023-07-07,8.14,2023-10-12
4031,sambar,2023-06-12,7.55,2023-09-15
4032,complan powder,2023-06-30,6.84,2023-07-28
4033,bacardi,2023-07-09,5.58,2023-08-25
4034,chinese salted fish,2023-08-20,8.44,2023-11-15
4035,pate,2023-08-15,1.16,2023-09-21
4036,organic sausage,2023-07-16,0.63,2023-08-09
4037,liver loaf,2023-08-19,8.71,2023-09-03
4038,peanut butter,2023-07-04,0.79,2023-09-12
4039,boiled egg,2023-08-01,2.56,2023-09-07
4040,pilau,2023-08-23,5.09,2023-11-06
4041,egg,2023-06-13,9.66,2023-09-20
4042,consomme,2023-08-22,5.28,2023-09-01
4043,champagne,2023-08-17,6.74,2023-11-10
4044,japanese chestnut,2023-07-11,3.49,2023-08-10
4045,salt,2023-06-09,4.55,2023-07-11
4046,gem squash,2023-08-16,4.5,2023-09-05
4047,champagne,2023-08-14,1.4,2023-09-17
4048,applewood bacon,2023-07-25,8.14,2023-08-08
4049,chinese salted fish,2023-08-11,8.4,2023-08-24
4050,risotto,2023-06-12,3.63,2023-08-26
4051,bacardi,2023-06-26,9.97,2023-09-16
4052,mincemeat,2023-08-16,9.67,2023-11-07
4053,chilli con carne,2023-06-15,3.29,2023-07-03
4054,risotto,2023-06-29,7.24,2023-07-26
4055,cocoa butter alternative,2023-07-03,6.82,2023-08-13
4056,applewood bacon,2023-07-03,4.65,2023-08-23
4057,boysenberry syrup,2023-07-12,2.19,2023-09-24
4058,boiled egg,2023-07-29,5.51,2023-08-08
4059,jackfruit,2023-08-11,4.9,2023-11-11
4060,donut,2023-07-04,7.81,2023-10-08
4061,boiled egg,2023-08-16,2.82,2023-10-21
4062,mint sauce,2023-06-28,1.91,2023-08-28
4063,bacardi,2023-08-04,2.0,2023-09-16
4064,collard green,2023-08-14,0.96,2023-11-01
4065,fodder,2023-08-01,8.88,2023-11-04
4066,suet,2023-07-17,5.35,2023-08-11
4067,canola,2023-06-20,8.22,2023-07-13
4068,greek yogurt,2023-06-22,3.93,2023-09-12
4069,boysenberry syrup,2023-08-23,5.28,2023-09-27
4070,turbot,2023-06-28,6.04,2023-07-25
4071,boiled egg,2023-07-24,4.15,2023-09-05
4072,currant jelly,2023-07-06,5.03,2023-07-30
4073,allspice,2023-07-27,0.75,2023-08-14
4074,mincemeat,2023-07-10,0.95,2023-09-13
4075,huckleberry,2023-07-08,2.18,2023-08-11
4076,complan powder,2023-07-25,0.89,2023-09-22
4077,allspice,2023-06-29,9.23,2023-08-23
4078,pilau,2023-08-21,5.92,2023-11-05
4079,sambar,2023-07-24,4.2,2023-08-10
4080,boysenberry,2023-07-01,4.59,2023-09-22
4081,cheese spread,2023-06-07,8.81,2023-09-04
4082,peanut butter,2023-06-25,7.29,2023-09-14
4083,risotto,2023-06-07,4.05,2023-09-03
4084,fodder,2023-06-18,3.54,2023-08-31
4085,pilau,2023-07-07,4.64,2023-08-17
4086,cow & gate premium,2023-07-17,7.7,2023-09-07
4087,salt,2023-07-09,5.42,2023-10-16
4088,risotto,2023-08-16,1.61,2023-11-09
4089,greek yogurt,2023-06-12,7.28,2023-08-21
4090,chilli con carne,2023-06-08,7.65,2023-07-21
4091,spiny lobster,2023-06-08,6.81,2023-09-07
4092,elderberry,2023-06-15,6.8,2023-09-13
4093,flat bread,2023-07-04,4.94,2023-08-17
4094,cardamom,2023-07-28,3.36,2023-10-31
4095,collard green,2023-07-29,9.51,2023-10-31
4096,yorkshire pudding,2023-08-03,6.74,2023-08-26
4097,complan powder,2023-06-30,5.07,2023-08-15
4098,egg,2023-06-18,4.73,2023-07-10
4099,cheese spread,2023-07-31,2.53,2023-10-12
4100,boysenberry,2023-06-18,6.82,2023-09-02
4101,natal plum,2023-07-26,4.02,2023-10-02
4102,donut,2023-07-31,4.92,2023-10-28
4103,prosciutto,2023-07-14,8.87,2023-09-06
4104,dried mixed fruit,2023-07-21,4.56,2023-10-11
4105,seasoning,2023-07-16,3.5,2023-08-23
4106,pate,2023-07-24,4.63,2023-08-04
4107,evergreen huckleberry,2023-07-05,8.59,2023-08-22
4108,frijj,2023-07-21,1.63,2023-08-28
4109,syrup,2023-06-17,3.29,2023-07-15
4110,dried mixed fruit,2023-07-24,6.74,2023-08-17
4111,sambar,2023-06-24,1.47,2023-08-02
4112,salt,2023-08-16,2.02,2023-10-31
4113,prosciutto,2023-07-07,5.6,2023-07-27
4114,corned beef,2023-06-15,6.36,2023-06-27
4115,organic sausage,2023-07-05,2.36,2023-09-09
4116,currant jelly,2023-07-30,4.44,2023-11-01
4117,ice cream bar,2023-08-22,1.25,2023-10-19
4118,cocoa butter alternative,2023-08-01,8.25,2023-10-21
4119,trout,2023-08-10,9.67,2023-09-08
4120,bacardi,2023-06-09,0.72,2023-06-21
4121,poppy,2023-08-04,5.42,2023-08-19
4122,rice cake,2023-07-20,0.55,2023-10-18
4123,organic sausage,2023-07-28,7.17,2023-09-07
4124,rapini,2023-06-25,8.7,2023-09-30
4125,suet,2023-07-28,9.29,2023-09-12
4126,gem squash,2023-06-30,6.46,2023-08-15
4127,hamburger,2023-06-17,9.74,2023-08-12
4128,spiny lobster,2023-07-22,5.51,2023-10-26
4129,jackfruit,2023-07-02,3.61,2023-09-24
4130,egg,2023-07-12,9.62,2023-08-04
4131,currant jelly,2023-06-23,5.19,2023-08-13
4132,suet,2023-06-21,9.53,2023-08-02
4133,peanut butter,2023-07-05,2.23,2023-08-25
4134,ice cream bar,2023-08-21,1.5,2023-11-04
4135,mincemeat,2023-07-24,2.0,2023-08-31
4136,pate,2023-07-05,3.46,2023-08-19
4137,chilli con carne,2023-07-20,5.49,2023-08-20
4138,fruit pastille,2023-08-08,6.39,2023-10-10
4139,custard apple,2023-06-20,3.54,2023-08-28
4140,chinese salted fish,2023-06-16,7.58,2023-07-06
4141,pops ,2023-07-17,1.96,2023-08-24
4142,huckleberry,2023-08-02,3.18,2023-11-05
4143,corned beef,2023-07-19,2.43,2023-10-07
4144,beef bourguignonne,2023-08-04,6.76,2023-09-24
4145,lobster,2023-06-29,0.55,2023-09-11
4146,kitchen utensil,2023-08-17,8.44,2023-10-10
4147,prosciutto,2023-08-20,5.03,2023-10-10
4148,dried mixed fruit,2023-08-16,8.59,2023-10-12
4149,frijj,2023-07-06,7.38,2023-09-11
4150,lobster,2023-07-19,7.8,2023-09-21
4151,seasoning,2023-06-15,4.53,2023-09-12
4152,fruit pastille,2023-06-08,5.66,2023-09-04
4153,pilau,2023-08-14,6.3,2023-08-24
4154,mincemeat,2023-07-04,5.5,2023-07-22
4155,yorkshire pudding,2023-07-01,0.94,2023-09-12
4156,cardamom,2023-06-15,1.58,2023-08-12
4157,natal plum,2023-06-24,3.09,2023-08-05
4158,jabuticaba,2023-06-24,1.6,2023-09-21
4159,turbot,2023-06-27,5.69,2023-07-28
4160,greek yogurt,2023-06-13,4.63,2023-09-15
4161,kitchen utensil,2023-08-07,1.73,2023-09-08
4162,pilau,2023-07-12,2.56,2023-09-13
4163,canola,2023-08-08,6.73,2023-09-25
4164,cracker,2023-07-05,4.64,2023-07-15
4165,seasoning,2023-07-19,4.67,2023-10-26
4166,seasoning,2023-07-13,3.22,2023-08-24
4167,spinach,2023-08-04,5.91,2023-08-18
4168,syrup,2023-07-26,0.63,2023-10-02
4169,donut,2023-07-05,5.23,2023-10-11
4170,japanese chestnut,2023-06-08,4.38,2023-09-08
4171,custard apple,2023-06-25,8.92,2023-09-04
4172,pops ,2023-07-27,7.32,2023-08-10
4173,chilli con carne,2023-07-15,3.15,2023-08-04
4174,applewood bacon,2023-06-22,3.21,2023-08-02
4175,chablis,2023-07-03,5.7,2023-09-25
4176,beef bourguignonne,2023-07-06,3.55,2023-09-21
4177,guinea hen,2023-08-18,3.85,2023-11-01
4178,corned beef,2023-06-17,6.27,2023-07-12
4179,natal plum,2023-07-14,6.88,2023-09-29
4180,prosciutto,2023-06-19,5.79,2023-07-31
4181,natal plum,2023-06-28,7.71,2023-07-13
4182,beef bourguignonne,2023-07-17,3.42,2023-10-24
4183,collard green,2023-08-10,5.25,2023-09-07
4184,pops ,2023-06-08,1.21,2023-08-29
4185,liquor,2023-06-19,2.79,2023-09-24
4186,guinea hen,2023-06-24,2.68,2023-08-18
4187,passion fruit juice,2023-07-07,1.65,2023-08-17
4188,collard green,2023-06-16,4.04,2023-08-22
4189,organic sausage,2023-07-07,1.43,2023-10-02
4190,liver loaf,2023-06-10,0.51,2023-08-19
4191,turbot,2023-08-05,4.85,2023-10-06
4192,jabuticaba,2023-07-22,4.54,2023-08-13
4193,flat bread,2023-06-10,6.27,2023-07-15
4194,liver loaf,2023-07-11,7.07,2023-08-27
4195,collard green,2023-08-06,8.79,2023-10-05
4196,spinach,2023-06-22,7.87,2023-09-08
4197,ice cream bar,2023-07-23,4.67,2023-10-23
4198,mint sauce,2023-06-10,8.19,2023-07-27
4199,cocoa butter alternative,2023-08-05,4.14,2023-09-05
4200,pilau,2023-08-19,5.0,2023-10-11
4201,pilau,2023-07-25,9.17,2023-10-08
4202,dried mixed fruit,2023-07-14,4.01,2023-09-19
4203,pilau,2023-08-01,3.99,2023-10-20
4204,jackfruit,2023-06-09,9.94,2023-08-18
4205,ice cream bar,2023-07-03,3.75,2023-07-28
4206,ice cream bar,2023-07-29,9.57,2023-10-20
4207,complan powder,2023-07-21,9.21,2023-09-13
4208,pate,2023-07-30,4.45,2023-10-04
4209,complan powder,2023-08-10,2.1,2023-08-21
4210,salt,2023-07-07,2.86,2023-10-12
4211,natal plum,2023-07-25,3.81,2023-08-11
4212,egg,2023-07-14,0.85,2023-07-30
4213,organic sausage,2023-07-11,0.53,2023-09-05
4214,kitchen utensil,2023-07-27,2.39,2023-09-10
4215,spiny lobster,2023-06-25,0.53,2023-09-20
4216,sambar,2023-06-14,3.68,2023-08-22
4217,pakora,2023-06-23,7.33,2023-07-31
4218,champagne,2023-06-23,5.59,2023-08-01
4219,evergreen huckleberry,2023-06-15,2.31,2023-08-12
4220,suet,2023-08-10,4.09,2023-09-27
4221,veggie burger,2023-06-08,8.38,2023-07-15
4222,boysenberry,2023-06-16,7.07,2023-09-19
4223,bacardi,2023-07-19,7.19,2023-09-13
4224,guinea hen,2023-07-20,1.47,2023-08-18
4225,custard apple,2023-07-09,7.68,2023-09-17
4226,spiny lobster,2023-08-21,9.38,2023-09-24
4227,guinea hen,2023-06-21,8.66,2023-07-02
4228,gem squash,2023-06-12,7.5,2023-08-30
4229,pate,2023-06-25,1.91,2023-08-23
4230,chilli con carne,2023-06-21,2.66,2023-09-15
4231,lobster,2023-06-17,3.61,2023-07-05
4232,kitchen utensil,2023-07-15,1.48,2023-10-06
4233,organic sausage,2023-07-21,4.25,2023-09-05
4234,jackfruit,2023-07-19,7.73,2023-10-14
4235,lobster,2023-07-29,7.38,2023-09-15
4236,mincemeat,2023-06-29,6.08,2023-09-14
4237,jabuticaba,2023-07-09,6.42,2023-08-08
4238,yorkshire pudding,2023-08-16,7.23,2023-09-01
4239,guinea hen,2023-07-25,1.58,2023-09-08
4240,gem squash,2023-07-14,4.68,2023-09-23
4241,frijj,2023-06-16,8.12,2023-07-17
4242,mincemeat,2023-08-09,6.28,2023-11-03
4243,cracker,2023-07-19,9.96,2023-09-08
4244,canola,2023-06-17,3.17,2023-08-07
4245,pilau,2023-08-12,1.16,2023-10-06
4246,guinea hen,2023-06-14,5.53,2023-07-26
4247,canola,2023-07-30,3.1,2023-10-17
4248,seasoning,2023-06-08,9.83,2023-07-27
4249,currant jelly,2023-08-01,7.25,2023-08-17
4250,syrup,2023-07-13,2.5,2023-08-24
4251,cracker,2023-06-30,3.44,2023-10-04
4252,bacardi,2023-06-23,1.04,2023-07-10
4253,peanut butter,2023-06-14,2.68,2023-07-21
4254,donut,2023-06-20,4.81,2023-09-23
4255,greek yogurt,2023-07-11,4.29,2023-09-02
4256,cheese spread,2023-07-02,6.36,2023-09-13
4257,bacardi,2023-06-22,3.17,2023-09-29
4258,consomme,2023-06-22,8.89,2023-09-21
4259,suet,2023-08-01,7.86,2023-08-17
4260,boysenberry syrup,2023-06-24,1.15,2023-09-06
4261,japanese chestnut,2023-07-04,8.51,2023-08-13
4262,evergreen huckleberry,2023-07-31,0.53,2023-10-07
4263,yorkshire pudding,2023-07-23,4.28,2023-09-19
4264,turbot,2023-07-31,7.74,2023-10-04
4265,kitchen utensil,2023-07-17,3.49,2023-09-13
4266,veggie burger,2023-06-07,5.94,2023-07-11
4267,turbot,2023-06-08,0.67,2023-06-30
4268,rapini,2023-08-11,7.61,2023-10-20
4269,seasoning,2023-08-21,6.39,2023-09-21
4270,hamburger,2023-06-19,4.69,2023-09-26
4271,liver loaf,2023-07-07,3.27,2023-08-12
4272,risotto,2023-07-14,7.96,2023-08-15
4273,kitchen utensil,2023-07-12,5.12,2023-08-17
4274,canola,2023-07-31,1.15,2023-09-01
4275,ice cream bar,2023-08-18,1.23,2023-10-18
4276,chablis,2023-07-27,9.56,2023-08-16
4277,flat bread,2023-08-04,8.08,2023-10-13
4278,allspice,2023-08-09,8.06,2023-10-18
4279,flat bread,2023-06-18,7.4,2023-07-22
4280,cheeseburger,2023-06-27,1.91,2023-07-21
4281,jackfruit,2023-06-22,6.93,2023-07-09
4282,yorkshire pudding,2023-06-17,1.36,2023-08-27
4283,spiny lobster,2023-07-23,4.36,2023-08-11
4284,lobster,2023-06-17,4.48,2023-08-18
4285,huckleberry,2023-06-20,6.94,2023-08-24
4286,canola,2023-07-22,3.81,2023-10-26
4287,chablis,2023-07-27,6.81,2023-10-19
4288,salt,2023-06-24,1.29,2023-08-13
4289,guinea hen,2023-06-20,2.93,2023-09-09
4290,fruit pastille,2023-06-27,5.21,2023-08-12
4291,kitchen utensil,2023-06-09,6.31,2023-07-20
4292,boiled egg,2023-07-28,7.92,2023-09-11
4293,poppy,2023-08-20,9.44,2023-09-18
4294,allspice,2023-06-19,1.96,2023-07-27
4295,prosciutto,2023-06-18,9.22,2023-09-12
4296,rapini,2023-08-04,7.2,2023-09-14
4297,collard green,2023-06-25,2.12,2023-08-29
4298,fodder,2023-06-21,9.22,2023-07-22
4299,seasoning,2023-07-23,3.29,2023-09-29
4300,champagne,2023-06-14,5.62,2023-07-21
